loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
34354,TOI-244 b,TOI-244,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,7.397225,0.000026,-0.000023,0,0.0559,0.0013,-0.0013,0,1.52,0.12,-0.12,0,0.136,0.011,-0.011,0,2.68,0.3,-0.3,0,0.00843,0.00094,-0.00094,0,Mass,,,,,7.3,0.4,-0.4,0,458,20,-20,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,M2.5 V,3433,100,-100,0,0.43,0.03,-0.03,0,0.43,0.03,-0.03,0,-0.39,0.07,-0.07,0,[Fe/H],4.66,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h42m16.74s,10.5697537,-36d43m04.71s,-36.7179743,22.0337,0.0334,-0.0333,12.861,0.069,-0.069,7.97,0.029,-0.029,11.553,0.001017,-0.001017,10/9/2023,2023-05,10/9/2023
34356,TOI-2443 b,TOI-2443,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,15.669494,0.000926,-0.001004,0,,,,,2.773,0.049,-0.051,0,0.247,0.004,-0.005,0,,,,,,,,,,,,,,,,,,601,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4357,100,-100,0,0.73,0.07,-0.07,0,0.66,0.08,-0.08,0,-0.439,0.08,-0.08,0,[M/H],4.71,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h40m43.17s,40.1798608,+01d11m58.83s,1.1996757,23.9258,0.0232,-0.0233,9.51,0.03,-0.03,6.5,0.018,-0.018,9.0333,0.000424,-0.000424,5/26/2023,2023-01,5/26/2023
34358,TOI-2445 b,TOI-2445,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.3711281,0.0000005,-0.0000005,0,0.0064,0.0001,-0.0001,0,1.25,0.08,-0.08,0,0.112,0.007,-0.007,0,,,,,,,,,,,,,,,,,,1060,54,-54,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3333,157,-157,0,0.27,0.01,-0.01,0,0.25,0.01,-0.01,0,,,,,,4.97,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m15.88s,43.3161555,+00d03m08.41s,0.0523366,48.582,0.2487,-0.2462,15.692,0.032,-0.032,10.779,0.019,-0.019,14.3977,0.000644,-0.000644,2/15/2022,2022-02,2/15/2022
34361,TOI-2447 b,TOI-2447,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240507367G/abstract target=ref>Gill et al. 2024</a>,69.33684,0.00009,-0.00011,0,0.347,0.029,-0.026,0,9.606,0.135,-0.123,0,0.857,0.012,-0.011,0,124.90656,9.85268,-8.58137,0,0.393,0.031,-0.027,0,Mass,0.17,0.02,-0.1,0,,,,,414,28,-7,0,1,<a refstr=GILL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240507367G/abstract target=ref>Gill et al. 2024</a>,,5730,80,-80,0,1.01,0.01,-0.01,0,1.03,0.03,-0.03,0,0.18,0.08,-0.08,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h43m59.42s,70.9975864,-31d54m23.89s,-31.9066369,148.987,0.615,-0.61,10.507,0.006,-0.006,9.12,0.026,-0.026,10.4403,0.000396,-0.000396,6/10/2024,2024-05,6/10/2024
34363,TOI-2459 b,TOI-2459,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,19.104718,0.000023,-0.000024,0,,,,,2.953,0.092,-0.066,0,0.263,0.008,-0.006,0,,,,,,,,,,,,,,,,,,445,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4195,124,-124,0,0.68,0.06,-0.06,0,0.66,0.08,-0.08,0,,,,,,4.6,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h28m34.40s,82.1433321,-39d22m22.96s,-39.3730456,36.6113,0.0346,-0.0345,10.772,0.015,-0.015,7.574,0.026,-0.026,10.1652,0.000655,-0.000655,5/26/2023,2023-01,5/26/2023
34364,TOI-2485 b,TOI-2485,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,11.23479,0.000054,-0.000052,0,0.1093,0.0055,-0.0057,0,12.139,0.504,-0.504,0,1.083,0.045,-0.045,0,766.60212,27.9689,-27.65107,0,2.412,0.088,-0.087,0,Mass,0.0341,0.0109,-0.0087,0,275.6,27.2,-23.5,0,1134,27,-25,0,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,,,,,,1.72,0.07,-0.07,0,1.16,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h40m49.04s,205.2043217,+22d59m02.29s,22.9839692,397.953,8.221,-7.9,11.935,0.026,-0.026,10.051,0.021,-0.021,11.373,0.000703,-0.000703,10/14/2024,2024-10,10/14/2024
34367,TOI-2497 b,TOI-2497,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,10.655669,0.000038,-0.000038,0,0.1166,0.0018,-0.0018,0,11.142,0.616,-0.549,0,0.994,0.055,-0.049,0,1531.93292,130.30965,-130.30965,0,4.82,0.41,-0.41,0,Mass,0.195,0.043,-0.04,0,,,,,1595,45,-42,0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,7360,320,-300,0,2.36,0.12,-0.11,0,1.86,0.09,-0.08,0,0.094,0.076,-0.072,0,[Fe/H],3.96,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h00m15.02s,90.0625878,+11d53m02.61s,11.8840577,285.289,3.564,-3.479,9.547,0.004,-0.004,8.486,0.016,-0.016,9.47244,0.000262,-0.000262,3/15/2023,2023-02,3/15/2023
34369,TOI-2498 b,TOI-2498,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRAME_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1428F/abstract target=ref>Frame et al. 2023</a>,3.738252,0.000004,-0.000004,0,0.0491,0.003,-0.003,0,6.06,0.29,-0.27,0,0.541,0.026,-0.024,0,34.62,4.1,-4.09,0,0.10893,0.0129,-0.01287,0,Mass,0.089,0.075,-0.075,0,,,,,1443,15,-28,0,0,<a refstr=FRAME_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1428F/abstract target=ref>Frame et al. 2023</a>,,5905,12,-12,0,1.26,0.04,-0.04,0,1.12,0.02,-0.02,0,0.167,0.01,-0.041,0,[Fe/H],4.3,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h21m39.89s,95.4162204,+11d15m05.93s,11.2516477,275.265,4.204,-4.082,11.196,0.027,-0.027,9.933,0.023,-0.023,11.2677,0.00081,-0.00081,5/26/2023,2023-05,5/26/2023
34372,TOI-251 b,TOI-251,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,4.93777,0.000028,-0.000029,0,0.05741,0.00023,-0.00017,0,2.74,0.18,-0.18,0,0.244,0.016,-0.016,0,317.83,,,1,1,,,1,Mass,0,,,0,,,,,,,,,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,,5875,100,-190,0,0.88,0.04,-0.05,0,1.04,0.01,-0.01,0,-0.106,0.079,-0.07,0,[Fe/H],4.56,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m14.90s,353.0620655,-37d15m21.11s,-37.2558629,99.523,0.4374,-0.4336,9.887,0.005,-0.005,8.426,0.027,-0.027,9.75411,0.001277,-0.001277,12/10/2020,2021-01,12/17/2020
34373,TOI-2524 b,TOI-2524,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,7.18585,0.00001,-0.00001,0,0.073,0.0007,-0.0007,0,11.209,0.224,-0.336,0,1,0.02,-0.03,0,203.41018,12.71314,-12.71314,0,0.64,0.04,-0.04,0,Mass,0,,,0,,,,,1100,20,-20,0,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,,5831,80,-80,0,1.12,0.02,-0.02,0,1.01,0.03,-0.03,0,0.06,0.05,-0.05,0,[Fe/H],4.34,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h43m32.84s,160.8868435,-01d54m45.71s,-1.9126984,438.842,8.172,-7.885,12.8,0.103,-0.103,11.198,0.025,-0.025,12.6225,0.000193,-0.000193,12/14/2023,2023-12,12/14/2023
34375,TOI-2525 b,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,23.2856,0.0017,-0.0017,0,0.1511,0.002,-0.002,0,8.676,0.112,-0.112,0,0.774,0.01,-0.01,0,26.69759,1.58914,-1.58914,0,0.084,0.005,-0.005,0,Mass,0.17,0.011,-0.01,0,,,,,,,,,1,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,K8 V,5096,102,-102,0,0.79,0.03,-0.03,0,0.85,0.04,-0.04,0,0.14,0.05,-0.05,0,[Fe/H],4.58,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.398,2.253,-2.229,14.216,0.092,-0.092,11.905,0.024,-0.024,14.012,0.000242,-0.000242,2/25/2023,2023-02,2/25/2023
34378,TOI-2525 c,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,49.2519,0.0004,-0.0004,0,0.249,0.004,-0.004,0,10.133,0.112,-0.112,0,0.904,0.01,-0.01,0,208.81326,9.85268,-10.17051,0,0.657,0.031,-0.032,0,Mass,0.157,0.008,-0.007,0,,,,,,,,,1,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,K8 V,5096,102,-102,0,0.79,0.03,-0.03,0,0.85,0.04,-0.04,0,0.14,0.05,-0.05,0,[Fe/H],4.58,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.398,2.253,-2.229,14.216,0.092,-0.092,11.905,0.024,-0.024,14.012,0.000242,-0.000242,2/25/2023,2023-02,2/25/2023
34379,TOI-2529 b,TOI-2529,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,64.5949,0.0003,-0.0003,0,0.327,0.02,-0.02,0,11.545,0.56,-0.56,0,1.03,0.05,-0.05,0,743.71847,62.6122,-61.97654,0,2.34,0.197,-0.195,0,Mass,0.021,0.024,-0.015,0,,,,,636,16,-16,0,0,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,,5802,60,-52,0,1.7,0.02,-0.03,0,1.11,0.01,-0.02,0,0.1,0.03,-0.03,0,[Fe/H],4.03,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h55m58.69s,118.9945352,-52d21m17.40s,-52.3548332,296.271,4.289,-4.17,11.529,0.018,-0.018,9.489,0.024,-0.024,11.1911,0.000708,-0.000708,8/29/2024,2024-03,8/29/2024
34382,TOI-2545 b,TOI-2545,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,7.994037,,,0,,,,,2.75,,,0,0.245,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5846.29,115.05,-115.17,0,1.25,0.05,-0.06,0,1.05,0.14,-0.11,0,-0.273,0.067,-0.067,0,[M/H],4.27,0.09,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m10.99s,135.5458029,-03d25m14.95s,-3.4208194,107.118,0.474,-0.47,9.521,0.004,-0.004,8.06,0.02,-0.02,9.2949,0.000228,-0.000228,10/3/2022,2022-11,10/3/2022
34383,TOI-2567 b,TOI-2567,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,5.983944,0.000013,-0.000013,0,0.0672,0.0024,-0.0012,0,10.929,0.347,-0.325,0,0.975,0.031,-0.029,0,63.88351,10.80617,-9.85268,0,0.201,0.034,-0.031,0,Mass,0,0.048,-0.052,0,558,31,-30,0,1352,18,-19,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5611,62,-65,0,1.69,0.04,-0.04,0,1.13,0.13,-0.06,0,0.241,0.078,-0.079,0,[Fe/H],4.04,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m51.76s,288.4656683,+66d20m52.58s,66.3479375,504.775,5.219,-5.115,12.3,0.046,-0.046,10.717,0.017,-0.017,12.2213,0.000281,-0.000281,8/29/2022,2022-08,8/29/2022
34386,TOI-257 b,TOI-257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,18.38818,0.00085,-0.00084,0,0.1528,0.0016,-0.0017,0,7.163,0.146,-0.146,0,0.639,0.013,-0.013,0,43.86032,7.31005,-7.31005,0,0.138,0.023,-0.023,0,Mass,0,,,0,186,14,-12,0,1027,18,-18,0,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,,6095,89,-89,0,1.87,0.03,-0.03,0,1.41,0.04,-0.05,0,0.175,0.099,-0.098,0,[Fe/H],4.04,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.9028,0.1953,-0.1943,7.57,0.03,-0.03,6.256,0.021,-0.021,7.41653,0.000296,-0.000296,4/23/2021,2021-04,4/23/2021
34388,TOI-2570 b,TOI-2570,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.9887615,0.0000022,-0.0000022,0,0.04145,0.00081,-0.00086,0,13.641,0.392,-0.381,0,1.217,0.035,-0.034,0,260.61929,20.02319,-20.65885,0,0.82,0.063,-0.065,0,Mass,0,0.048,-0.052,0,699,48,-44,0,1431,24,-23,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5771,89,-87,0,1.09,0.03,-0.03,0,1.06,0.06,-0.07,0,0.191,0.083,-0.083,0,[Fe/H],4.38,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h48m45.13s,87.1880397,+32d05m02.56s,32.0840435,361.857,6.349,-6.138,12.569,0.057,-0.057,10.905,0.02,-0.02,12.4599,0.000239,-0.000239,8/29/2022,2022-08,8/29/2022
34390,TOI-2583 A b,TOI-2583 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.5207265,0.0000049,-0.0000049,0,0.0571,0.001,-0.0013,0,14.46,0.448,-0.37,0,1.29,0.04,-0.033,0,79.4571,18.43405,-17.79839,0,0.25,0.058,-0.056,0,Mass,0,,,0,750.9,39.7,-32.3,0,1456,19,-16,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5936,65,-68,0,1.48,0.04,-0.03,0,1.22,0.06,-0.08,0,0.158,0.084,-0.085,0,[Fe/H],4.18,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h09m04.09s,272.2670293,+45d20m12.84s,45.3368996,566.189,6.47,-6.328,12.586,0.15,-0.15,11.245,,,12.4592,0.000168,-0.000168,2/27/2023,2023-03,2/27/2023
34392,TOI-2587 A b,TOI-2587 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5.45664,0.000011,-0.000011,0,0.0635,0.0025,-0.0013,0,12.072,0.471,-0.448,0,1.077,0.042,-0.04,0,69.28659,17.16273,-14.62011,0,0.218,0.054,-0.046,0,Mass,0,,,0,728,48,-51,0,1445,23,-26,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5760,80,-79,0,1.73,0.05,-0.05,0,1.15,0.14,-0.07,0,0.13,0.09,-0.1,0,[Fe/H],4.02,0.06,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h43m43.61s,115.9317105,-01d04m24.00s,-1.073333,373.675,5.953,-5.772,11.544,0.025,-0.025,9.991,0.023,-0.023,11.4079,0.000696,-0.000696,2/27/2023,2023-03,2/27/2023
34394,TOI-2589 b,TOI-2589,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,61.6277,0.0002,-0.0002,0,0.3,0.006,-0.005,0,12.106,0.336,-0.336,0,1.08,0.03,-0.03,0,1112.39942,31.78284,-31.78284,0,3.5,0.1,-0.1,0,Mass,0.522,0.006,-0.006,0,,,,,592,7,-8,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,,5579,70,-70,0,1.07,0.01,-0.01,0,0.93,0.03,-0.02,0,0.12,0.04,-0.04,0,[Fe/H],4.35,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h09m57.16s,107.4881501,-37d13m51.41s,-37.230948,200.273,0.832,-0.826,11.415,0.012,-0.012,9.632,0.021,-0.021,11.1958,0.000519,-0.000519,6/25/2024,2023-04,6/25/2024
34398,TOI-260 b,TOI-260,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,13.475853,0.000013,-0.000011,0,0.0943,0.0016,-0.0016,0,1.71,0.08,-0.08,0,0.153,0.007,-0.007,0,4.23,1.6,-1.6,0,0.01331,0.00503,-0.00503,0,Mass,0,,,0,,,,,493,12,-12,0,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K8 V,4026,14,-14,0,0.61,0.01,-0.01,0,0.62,0.03,-0.03,0,-0.47,0.03,-0.03,0,[Fe/H],4.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h19m05.52s,4.7730178,-09d57m58.14s,-9.9661505,20.1852,0.0232,-0.0231,9.9,0.03,-0.03,6.549,0.021,-0.021,9.3124,0.000458,-0.000458,8/30/2024,2024-06,8/30/2024
34400,TOI-261.01,TOI-261,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,3.3639254,,,0,0.034792,,,0,3.045,0.211,-0.211,0,0.271,0.019,-0.019,0,,,,,,,,,,,,,,874.8,,,0,1722,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5890.3,,,0,1.28,,,0,0.5,,,0,,,,,,3.92,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m52.35s,15.2181412,-24d25m26.38s,-24.4239934,114.495,0.557,-0.552,9.56,0.03,-0.03,8.182,0.053,-0.053,9.42329,0.00019,-0.00019,6/11/2024,2024-05,6/11/2024
